Place_Name,Total_Transactions_count,Total_Amount,Quarter,Year,State,MyIndex
kullu district,550514,1212317567.807122,1,2021,himachal-pradesh,4371
mandi district,659769,1258330265.840951,1,2021,himachal-pradesh,4372
lahul and spiti district,22364,43174794.32590587,1,2021,himachal-pradesh,4373
chamba district,273886,510880053.0153753,1,2021,himachal-pradesh,4374
kinnaur district,82995,176839591.02058092,1,2021,himachal-pradesh,4375
solan district,1658067,2575741414.5946493,2,2021,himachal-pradesh,4376
sirmaur district,567339,922354065.2120936,2,2021,himachal-pradesh,4377
shimla district,2474329,4402623043.9412,2,2021,himachal-pradesh,4378
bilaspur district,322915,613068902.4728887,2,2021,himachal-pradesh,4379
hamirpur district,551934,946105069.9392334,2,2021,himachal-pradesh,4380
una district,634078,1174326754.652778,2,2021,himachal-pradesh,4381
kangra district,1399606,2443026330.298203,2,2021,himachal-pradesh,4382
kullu district,510109,966612054.811816,2,2021,himachal-pradesh,4383
mandi district,832152,1488270045.9430392,2,2021,himachal-pradesh,4384
lahul and spiti district,42389,84447426.03287596,2,2021,himachal-pradesh,4385
chamba district,364270,617691720.4435453,2,2021,himachal-pradesh,4386
kinnaur district,126714,261367711.4669413,2,2021,himachal-pradesh,4387
solan district,2183306,3233240074.927152,3,2021,himachal-pradesh,4388
sirmaur district,681413,1083275309.427523,3,2021,himachal-pradesh,4389
shimla district,3421673,6296627879.774386,3,2021,himachal-pradesh,4390
bilaspur district,364475,689922524.0999279,3,2021,himachal-pradesh,4391
hamirpur district,626711,1085444382.563747,3,2021,himachal-pradesh,4392
una district,799861,1417386870.9287388,3,2021,himachal-pradesh,4393
kangra district,1671112,2887492721.7433066,3,2021,himachal-pradesh,4394
kullu district,730794,1573258668.341754,3,2021,himachal-pradesh,4395
mandi district,945135,1753985903.702748,3,2021,himachal-pradesh,4396
lahul and spiti district,66765,166377010.2610335,3,2021,himachal-pradesh,4397
chamba district,426381,769418422.8733866,3,2021,himachal-pradesh,4398
kinnaur district,146541,353832302.4842438,3,2021,himachal-pradesh,4399
solan district,2640011,3757890500.1969647,4,2021,himachal-pradesh,4400
sirmaur district,847647,1363383254.3950422,4,2021,himachal-pradesh,4401
shimla district,3957985,7356261501.689671,4,2021,himachal-pradesh,4402
bilaspur district,430870,844889571.9622382,4,2021,himachal-pradesh,4403
hamirpur district,717321,1262408331.577743,4,2021,himachal-pradesh,4404
una district,1048351,1936766072.265212,4,2021,himachal-pradesh,4405
kangra district,2130139,3830143759.5993032,4,2021,himachal-pradesh,4406
kullu district,1078809,2242410725.933015,4,2021,himachal-pradesh,4407
mandi district,1092862,2082662004.4459336,4,2021,himachal-pradesh,4408
lahul and spiti district,59045,138242899.07029298,4,2021,himachal-pradesh,4409
chamba district,507614,926400609.5746634,4,2021,himachal-pradesh,4410
kinnaur district,156210,394761269.9156797,4,2021,himachal-pradesh,4411
solan district,2993489,3959375876.029764,1,2022,himachal-pradesh,4412
sirmaur district,962227,1517999108.530391,1,2022,himachal-pradesh,4413
shimla district,4441906,7362840550.605638,1,2022,himachal-pradesh,4414
bilaspur district,472169,885425010.4453133,1,2022,himachal-pradesh,4415
hamirpur district,751389,1264679768.734494,1,2022,himachal-pradesh,4416
una district,1164923,2030776988.637524,1,2022,himachal-pradesh,4417
kangra district,2261593,3907092916.026637,1,2022,himachal-pradesh,4418
kullu district,1100232,2108742823.139438,1,2022,himachal-pradesh,4419
mandi district,1201568,2151083001.502331,1,2022,himachal-pradesh,4420
lahul and spiti district,46144,90886775.8937096,1,2022,himachal-pradesh,4421
chamba district,544135,943937757.078062,1,2022,himachal-pradesh,4422
kinnaur district,148405,295606863.3095263,1,2022,himachal-pradesh,4423
solan district,3773789,4536385240.1547575,2,2022,himachal-pradesh,4424
sirmaur district,1196118,1742899000.9373982,2,2022,himachal-pradesh,4425
shimla district,5875215,9396933042.155468,2,2022,himachal-pradesh,4426
bilaspur district,597379,1083546519.842294,2,2022,himachal-pradesh,4427
hamirpur district,1002506,1538456707.4950671,2,2022,himachal-pradesh,4428
una district,1526243,2532127305.66458,2,2022,himachal-pradesh,4429
kangra district,2984544,4846014285.107853,2,2022,himachal-pradesh,4430
kullu district,1646598,3292385543.331985,2,2022,himachal-pradesh,4431
mandi district,1587222,2699997310.198592,2,2022,himachal-pradesh,4432
lahul and spiti district,130570,300236415.2447329,2,2022,himachal-pradesh,4433
chamba district,727701,1229468817.252565,2,2022,himachal-pradesh,4434
kinnaur district,243486,510657770.85697466,2,2022,himachal-pradesh,4435
solan district,4064523,4837968887.089856,3,2022,himachal-pradesh,4436
sirmaur district,1266132,1769419418.441324,3,2022,himachal-pradesh,4437
shimla district,8892834,13349267759.063,3,2022,himachal-pradesh,4438
bilaspur district,936750,1447420350.615079,3,2022,himachal-pradesh,4439
hamirpur district,934529,1398047775.16803,3,2022,himachal-pradesh,4440
una district,1233226,1928978517.800978,3,2022,himachal-pradesh,4441
kangra district,3342842,5121570350.61087,3,2022,himachal-pradesh,4442
kullu district,1202861,2235782785.348035,3,2022,himachal-pradesh,4443
mandi district,1666670,2648674300.781836,3,2022,himachal-pradesh,4444
lahul and spiti district,120500,275873974.51202327,3,2022,himachal-pradesh,4445
chamba district,1270412,1872267055.918766,3,2022,himachal-pradesh,4446
kinnaur district,233589,495511513.1906181,3,2022,himachal-pradesh,4447
solan district,4436709,5065290891.534372,4,2022,himachal-pradesh,4448
sirmaur district,1454224,1991999745.957592,4,2022,himachal-pradesh,4449
shimla district,9603309,14161042549.70881,4,2022,himachal-pradesh,4450
bilaspur district,622642,1042618597.11583,4,2022,himachal-pradesh,4451
hamirpur district,1161191,1732021206.6974392,4,2022,himachal-pradesh,4452
una district,1173607,1902311205.083898,4,2022,himachal-pradesh,4453
kangra district,4885938,7430861889.061211,4,2022,himachal-pradesh,4454
kullu district,2047414,3429997134.811536,4,2022,himachal-pradesh,4455
mandi district,1994054,3034367986.16156,4,2022,himachal-pradesh,4456
lahul and spiti district,100747,199706125.5906673,4,2022,himachal-pradesh,4457
chamba district,831315,1292196671.856883,4,2022,himachal-pradesh,4458
kinnaur district,243986,496929228.7937612,4,2022,himachal-pradesh,4459
puducherry,104212,165825971.3698361,1,2018,india,4460
tamil nadu,6726622,11261557697.516891,1,2018,india,4461
uttar pradesh,12537805,13939970923.2231,1,2018,india,4462
madhya pradesh,8025395,8681603403.446348,1,2018,india,4463
andhra pradesh,9039585,11996276391.8237,1,2018,india,4464
tripura,148157,137978914.5306222,1,2018,india,4465
lakshadweep,778,1928611.1808777405,1,2018,india,4466
manipur,84069,128046173.9302092,1,2018,india,4467
maharashtra,16387034,21711613257.72567,1,2018,india,4468
dadra & nagar haveli & daman & diu,148549,175658384.10921678,1,2018,india,4469
meghalaya,49571,66250259.78990036,1,2018,india,4470
andaman & nicobar islands,6658,14631761.22198579,1,2018,india,4471
haryana,4480770,6793511514.660528,1,2018,india,4472
rajasthan,7591690,8926293130.726837,1,2018,india,4473
ladakh,6089,12532857.77111478,1,2018,india,4474
punjab,1870433,2780758224.8543887,1,2018,india,4475
assam,1056881,1157804456.2124689,1,2018,india,4476
jharkhand,2178921,2374186389.9194,1,2018,india,4477
odisha,5809821,4627632210.887628,1,2018,india,4478
bihar,5824302,6045758172.017314,1,2018,india,4479
kerala,1771380,2402674753.100502,1,2018,india,4480
karnataka,12016899,19217895314.0128,1,2018,india,4481
chandigarh,381895,613435420.8676233,1,2018,india,4482
telangana,8522766,13308204118.54243,1,2018,india,4483
himachal pradesh,481918,628737806.3723403,1,2018,india,4484
west bengal,11710225,10625978552.14045,1,2018,india,4485
gujarat,5948775,7577982255.034092,1,2018,india,4486
sikkim,44078,64650938.94036835,1,2018,india,4487
nagaland,42845,78005891.08612517,1,2018,india,4488
mizoram,18561,45227219.97579083,1,2018,india,4489
chhattisgarh,1891514,2149155557.236746,1,2018,india,4490
jammu & kashmir,941568,1005371239.25613,1,2018,india,4491
goa,160897,303856742.3430838,1,2018,india,4492
arunachal pradesh,45497,92387336.00940911,1,2018,india,4493
delhi,7122754,11211503806.91996,1,2018,india,4494
uttarakhand,1246685,1508545358.523886,1,2018,india,4495
puducherry,130261,285801119.5324367,2,2018,india,4496
tamil nadu,9992128,20125844276.26766,2,2018,india,4497
uttar pradesh,17710943,25720201695.70143,2,2018,india,4498
madhya pradesh,10561412,15924081066.680984,2,2018,india,4499
andhra pradesh,12353918,22883914272.63361,2,2018,india,4500
tripura,214559,236891718.7161358,2,2018,india,4501
lakshadweep,2132,6187809.539400538,2,2018,india,4502
manipur,151721,253209721.319494,2,2018,india,4503
maharashtra,22285740,36357057241.122536,2,2018,india,4504
dadra & nagar haveli & daman & diu,202626,302070771.6561514,2,2018,india,4505
meghalaya,67857,117004667.8418316,2,2018,india,4506
andaman & nicobar islands,11340,28338535.507953543,2,2018,india,4507
haryana,6150931,11320414442.11666,2,2018,india,4508
rajasthan,9973697,15559086175.75962,2,2018,india,4509
ladakh,15010,47334902.5377415,2,2018,india,4510
punjab,2581163,4684672212.007125,2,2018,india,4511
assam,1663873,2350585135.537811,2,2018,india,4512
jharkhand,3152080,4721575659.062912,2,2018,india,4513
odisha,8158144,8488310339.620239,2,2018,india,4514
bihar,8632378,13506131109.67292,2,2018,india,4515
kerala,2308165,3886923343.4426303,2,2018,india,4516
karnataka,17116447,33515580081.29709,2,2018,india,4517
chandigarh,479084,961223261.74473,2,2018,india,4518
telangana,10764670,23017201517.65273,2,2018,india,4519
himachal pradesh,687695,1183169301.3511171,2,2018,india,4520
west bengal,18082446,18629183470.20428,2,2018,india,4521
gujarat,7745733,12162684771.64138,2,2018,india,4522
sikkim,74578,143693085.52979562,2,2018,india,4523
nagaland,65599,153325577.8803017,2,2018,india,4524
mizoram,27051,83508405.55773437,2,2018,india,4525
chhattisgarh,2816156,4264170443.161732,2,2018,india,4526
jammu & kashmir,1796326,2651206236.502893,2,2018,india,4527
goa,229575,478603825.3586148,2,2018,india,4528
arunachal pradesh,82157,198970192.34204653,2,2018,india,4529
delhi,9373723,17446299902.20514,2,2018,india,4530
uttarakhand,1704122,2679755378.551076,2,2018,india,4531
puducherry,190271,417658075.49420667,3,2018,india,4532
tamil nadu,15774078,29330092241.184048,3,2018,india,4533
uttar pradesh,26515356,37012114369.239365,3,2018,india,4534
madhya pradesh,17126985,24149742204.67322,3,2018,india,4535
andhra pradesh,25626061,35718044599.21416,3,2018,india,4536
tripura,377703,453863388.0405924,3,2018,india,4537
lakshadweep,1703,4339032.3119858485,3,2018,india,4538
manipur,189258,383331244.7941229,3,2018,india,4539
maharashtra,31538538,52260817733.24835,3,2018,india,4540
dadra & nagar haveli & daman & diu,289575,447639595.67817545,3,2018,india,4541
meghalaya,110290,209853661.534394,3,2018,india,4542
andaman & nicobar islands,16265,55557471.134311125,3,2018,india,4543
haryana,8262024,16375139007.627962,3,2018,india,4544
rajasthan,14257098,24040768671.21296,3,2018,india,4545
ladakh,24864,84090977.14484604,3,2018,india,4546
punjab,3462108,7065687043.821183,3,2018,india,4547
assam,2351851,3811134989.914264,3,2018,india,4548
jharkhand,8122621,8661571417.704563,3,2018,india,4549
odisha,30052155,23094515775.58576,3,2018,india,4550
bihar,14367804,20135804378.90174,3,2018,india,4551
kerala,3134348,5323025223.875498,3,2018,india,4552
karnataka,25980261,48225091755.80773,3,2018,india,4553
chandigarh,616936,1369354447.5343108,3,2018,india,4554
telangana,19332703,32030093209.72354,3,2018,india,4555
himachal pradesh,886754,1754041432.8580248,3,2018,india,4556
west bengal,53705416,41843934183.17763,3,2018,india,4557
gujarat,11334149,17866404426.27552,3,2018,india,4558
sikkim,108500,235080226.9533177,3,2018,india,4559
nagaland,94371,241792742.93665323,3,2018,india,4560
mizoram,39316,116600738.1253902,3,2018,india,4561
chhattisgarh,3859604,6302307073.446348,3,2018,india,4562
jammu & kashmir,2303961,3934700999.457677,3,2018,india,4563
goa,339511,713166969.2382338,3,2018,india,4564
arunachal pradesh,131146,331726406.7413912,3,2018,india,4565
delhi,18547048,27375846860.618507,3,2018,india,4566
uttarakhand,2229132,3726573039.858514,3,2018,india,4567
puducherry,307964,625691665.4234949,4,2018,india,4568
tamil nadu,22457444,43302073975.890976,4,2018,india,4569
uttar pradesh,36100767,55096743575.91497,4,2018,india,4570
madhya pradesh,21397555,33905608072.96478,4,2018,india,4571
andhra pradesh,30759548,51473779406.840416,4,2018,india,4572
tripura,448059,624885599.4644469,4,2018,india,4573
lakshadweep,1642,4463213.698222831,4,2018,india,4574
manipur,236110,605683559.3060112,4,2018,india,4575
maharashtra,46090223,79518937047.82959,4,2018,india,4576
dadra & nagar haveli & daman & diu,404082,658750616.8008878,4,2018,india,4577
meghalaya,161132,337585679.0046732,4,2018,india,4578
andaman & nicobar islands,23758,90548336.07445516,4,2018,india,4579
haryana,12950183,25390876016.45502,4,2018,india,4580
rajasthan,20959723,37909087083.33885,4,2018,india,4581
ladakh,35211,135522842.4926374,4,2018,india,4582
punjab,4887137,10781982573.64962,4,2018,india,4583
assam,3734172,5888022859.01307,4,2018,india,4584
jharkhand,6284043,10241916641.12223,4,2018,india,4585
odisha,21142798,23429869571.55922,4,2018,india,4586
bihar,15732401,28397997168.576237,4,2018,india,4587
kerala,4310654,7747361236.8123,4,2018,india,4588
karnataka,44812071,73008386576.05942,4,2018,india,4589
chandigarh,905116,2032591591.779975,4,2018,india,4590
telangana,28921154,49509088448.04927,4,2018,india,4591
himachal pradesh,1307883,2621298968.139258,4,2018,india,4592
west bengal,36513548,40489619211.704025,4,2018,india,4593
gujarat,14733303,24830987102.78186,4,2018,india,4594
sikkim,154533,383141358.0782537,4,2018,india,4595
nagaland,139333,388013467.5456239,4,2018,india,4596
mizoram,55242,190426852.5295295,4,2018,india,4597
chhattisgarh,5365844,9416412664.971258,4,2018,india,4598
jammu & kashmir,2721310,5664720265.697432,4,2018,india,4599
goa,514755,1153005078.922405,4,2018,india,4600
arunachal pradesh,176429,504040029.09176046,4,2018,india,4601
delhi,29187719,39722857618.70644,4,2018,india,4602
uttarakhand,3178761,5654272137.963843,4,2018,india,4603
puducherry,501092,906473024.3065232,1,2019,india,4604
tamil nadu,32275045,56204036816.12855,1,2019,india,4605
uttar pradesh,57324504,76524180134.0167,1,2019,india,4606
madhya pradesh,37301049,48070279522.042015,1,2019,india,4607
andhra pradesh,57264522,83760595917.0792,1,2019,india,4608
tripura,580926,756894941.6158216,1,2019,india,4609
lakshadweep,2481,8786130.479338994,1,2019,india,4610
manipur,265409,659898060.42408,1,2019,india,4611
maharashtra,75079069,111420690920.3399,1,2019,india,4612
dadra & nagar haveli & daman & diu,661814,843369776.0499003,1,2019,india,4613
meghalaya,208741,399037162.153436,1,2019,india,4614
andaman & nicobar islands,30486,102299740.6734898,1,2019,india,4615
haryana,22135775,34051655721.63107,1,2019,india,4616
