Place_Name,Registered_Users_Count,App_Openings,Quarter,Year,State
durg district,321390,7774097,4,2019,chhattisgarh
rajnandgaon district,113965,2012284,4,2019,chhattisgarh
raipur district,506122,12048734,4,2019,chhattisgarh
narayanpur district,9565,214657,4,2019,chhattisgarh
kanker district,55163,1096822,4,2019,chhattisgarh
korea district,58350,1109403,4,2019,chhattisgarh
mungeli district,39349,594474,4,2019,chhattisgarh
bilaspur district,257350,5102876,4,2019,chhattisgarh
balrampur district,40750,945187,4,2019,chhattisgarh
bijapur district,20595,521944,4,2019,chhattisgarh
bemetara district,51556,800417,4,2019,chhattisgarh
bastar district,62497,1336400,4,2019,chhattisgarh
kondagaon district,29904,567001,4,2019,chhattisgarh
mahasamund district,80893,1444798,4,2019,chhattisgarh
dhamtari district,69476,1177494,1,2020,chhattisgarh
korba district,163500,3380235,1,2020,chhattisgarh
surajpur district,61965,1215929,1,2020,chhattisgarh
baloda bazar district,115907,2012251,1,2020,chhattisgarh
sukma district,19269,475708,1,2020,chhattisgarh
raigarh district,208338,4122100,1,2020,chhattisgarh
janjgir champa district,199431,5380445,1,2020,chhattisgarh
jashpur district,59351,1142635,1,2020,chhattisgarh
balod district,68724,1158964,1,2020,chhattisgarh
kabirdham district,60401,1057255,1,2020,chhattisgarh
surguja district,98711,2073053,1,2020,chhattisgarh
dantewada district,28594,616147,1,2020,chhattisgarh
gariyaband district,39610,776632,1,2020,chhattisgarh
durg district,353311,8458392,1,2020,chhattisgarh
rajnandgaon district,126699,2331110,1,2020,chhattisgarh
raipur district,559412,13218985,1,2020,chhattisgarh
narayanpur district,10674,243682,1,2020,chhattisgarh
kanker district,61891,1271896,1,2020,chhattisgarh
korea district,63940,1222085,1,2020,chhattisgarh
mungeli district,44303,709713,1,2020,chhattisgarh
bilaspur district,284320,5715987,1,2020,chhattisgarh
balrampur district,45517,1106067,1,2020,chhattisgarh
bijapur district,22680,585981,1,2020,chhattisgarh
bemetara district,57258,960530,1,2020,chhattisgarh
bastar district,69623,1449271,1,2020,chhattisgarh
kondagaon district,33640,683246,1,2020,chhattisgarh
mahasamund district,89942,1678308,1,2020,chhattisgarh
dhamtari district,79474,1468767,2,2020,chhattisgarh
korba district,184399,3948081,2,2020,chhattisgarh
surajpur district,70166,1405897,2,2020,chhattisgarh
baloda bazar district,134301,2668360,2,2020,chhattisgarh
sukma district,21763,549741,2,2020,chhattisgarh
raigarh district,233080,4690035,2,2020,chhattisgarh
janjgir champa district,227716,6918427,2,2020,chhattisgarh
jashpur district,69500,1452221,2,2020,chhattisgarh
balod district,79582,1524125,2,2020,chhattisgarh
kabirdham district,70568,1431151,2,2020,chhattisgarh
surguja district,110765,2058364,2,2020,chhattisgarh
dantewada district,32064,696614,2,2020,chhattisgarh
gariyaband district,45722,991698,2,2020,chhattisgarh
durg district,387874,7558938,2,2020,chhattisgarh
rajnandgaon district,146098,2708564,2,2020,chhattisgarh
raipur district,616931,11213191,2,2020,chhattisgarh
narayanpur district,12161,286793,2,2020,chhattisgarh
kanker district,71514,1475562,2,2020,chhattisgarh
korea district,71660,1446776,2,2020,chhattisgarh
mungeli district,52631,1062091,2,2020,chhattisgarh
bilaspur district,316669,5179966,2,2020,chhattisgarh
balrampur district,52871,1426830,2,2020,chhattisgarh
bijapur district,25534,653143,2,2020,chhattisgarh
bemetara district,67115,1295832,2,2020,chhattisgarh
bastar district,78865,1465913,2,2020,chhattisgarh
kondagaon district,39518,800308,2,2020,chhattisgarh
mahasamund district,103117,2115996,2,2020,chhattisgarh
dhamtari district,89508,1790640,3,2020,chhattisgarh
korba district,204448,5026826,3,2020,chhattisgarh
surajpur district,79907,1841882,3,2020,chhattisgarh
baloda bazar district,150975,3180025,3,2020,chhattisgarh
sukma district,24549,686019,3,2020,chhattisgarh
raigarh district,259581,6050750,3,2020,chhattisgarh
janjgir champa district,254275,7932461,3,2020,chhattisgarh
jashpur district,79728,1779430,3,2020,chhattisgarh
balod district,90672,1852205,3,2020,chhattisgarh
kabirdham district,80175,1675078,3,2020,chhattisgarh
surguja district,124081,2702225,3,2020,chhattisgarh
dantewada district,36067,879769,3,2020,chhattisgarh
gariyaband district,51653,1150137,3,2020,chhattisgarh
durg district,426052,9982427,3,2020,chhattisgarh
rajnandgaon district,166416,3393874,3,2020,chhattisgarh
raipur district,679027,15366190,3,2020,chhattisgarh
narayanpur district,14025,345785,3,2020,chhattisgarh
kanker district,81984,1829476,3,2020,chhattisgarh
korea district,80301,1900699,3,2020,chhattisgarh
mungeli district,59262,1136447,3,2020,chhattisgarh
bilaspur district,349586,6741931,3,2020,chhattisgarh
balrampur district,60953,1765014,3,2020,chhattisgarh
bijapur district,28816,818562,3,2020,chhattisgarh
bemetara district,75434,1493775,3,2020,chhattisgarh
bastar district,89115,1887298,3,2020,chhattisgarh
kondagaon district,46426,1027009,3,2020,chhattisgarh
mahasamund district,116370,2682672,3,2020,chhattisgarh
dhamtari district,98847,2126899,4,2020,chhattisgarh
korba district,225683,6558373,4,2020,chhattisgarh
surajpur district,88664,2246840,4,2020,chhattisgarh
baloda bazar district,166144,3814790,4,2020,chhattisgarh
sukma district,27330,815257,4,2020,chhattisgarh
raigarh district,285081,7364429,4,2020,chhattisgarh
janjgir champa district,280474,9105398,4,2020,chhattisgarh
jashpur district,89257,2102983,4,2020,chhattisgarh
balod district,100350,2189077,4,2020,chhattisgarh
kabirdham district,88933,1989496,4,2020,chhattisgarh
surguja district,137221,3521741,4,2020,chhattisgarh
dantewada district,39961,1055061,4,2020,chhattisgarh
gariyaband district,57272,1386237,4,2020,chhattisgarh
durg district,464870,13127877,4,2020,chhattisgarh
rajnandgaon district,185815,4241707,4,2020,chhattisgarh
raipur district,743167,20905346,4,2020,chhattisgarh
narayanpur district,15750,421492,4,2020,chhattisgarh
kanker district,92301,2228681,4,2020,chhattisgarh
korea district,88889,2406865,4,2020,chhattisgarh
mungeli district,65436,1341069,4,2020,chhattisgarh
bilaspur district,384115,9161691,4,2020,chhattisgarh
balrampur district,68062,1962238,4,2020,chhattisgarh
bijapur district,32020,1041505,4,2020,chhattisgarh
bemetara district,83243,1751930,4,2020,chhattisgarh
bastar district,99717,2428240,4,2020,chhattisgarh
kondagaon district,52463,1246665,4,2020,chhattisgarh
mahasamund district,129536,3358580,4,2020,chhattisgarh
dhamtari district,106354,2232426,1,2021,chhattisgarh
korba district,243030,7257892,1,2021,chhattisgarh
surajpur district,96117,2611995,1,2021,chhattisgarh
baloda bazar district,178486,4204907,1,2021,chhattisgarh
sukma district,29547,879035,1,2021,chhattisgarh
raigarh district,306712,8346426,1,2021,chhattisgarh
janjgir champa district,301931,9881334,1,2021,chhattisgarh
jashpur district,96584,2306566,1,2021,chhattisgarh
balod district,107814,2315276,1,2021,chhattisgarh
kabirdham district,96069,2239620,1,2021,chhattisgarh
surguja district,147969,4112955,1,2021,chhattisgarh
dantewada district,43171,1131007,1,2021,chhattisgarh
gariyaband district,61687,1473412,1,2021,chhattisgarh
durg district,498453,14831934,1,2021,chhattisgarh
rajnandgaon district,200572,4865613,1,2021,chhattisgarh
raipur district,800224,24692422,1,2021,chhattisgarh
narayanpur district,17030,425638,1,2021,chhattisgarh
kanker district,99897,2351676,1,2021,chhattisgarh
korea district,96149,2685639,1,2021,chhattisgarh
mungeli district,70557,1531522,1,2021,chhattisgarh
bilaspur district,413692,11193132,1,2021,chhattisgarh
balrampur district,73826,2249510,1,2021,chhattisgarh
bijapur district,34702,1108201,1,2021,chhattisgarh
bemetara district,89481,1910858,1,2021,chhattisgarh
bastar district,107818,2740623,1,2021,chhattisgarh
kondagaon district,57107,1323116,1,2021,chhattisgarh
mahasamund district,139572,3745969,1,2021,chhattisgarh
dhamtari district,113769,4464656,2,2021,chhattisgarh
korba district,260168,11814325,2,2021,chhattisgarh
surajpur district,103184,6798211,2,2021,chhattisgarh
baloda bazar district,191114,8378757,2,2021,chhattisgarh
sukma district,31825,2245148,2,2021,chhattisgarh
raigarh district,328664,12301515,2,2021,chhattisgarh
janjgir champa district,322297,14544124,2,2021,chhattisgarh
jashpur district,104482,7710351,2,2021,chhattisgarh
balod district,115485,5155212,2,2021,chhattisgarh
kabirdham district,103257,5323462,2,2021,chhattisgarh
surguja district,158949,6989066,2,2021,chhattisgarh
dantewada district,46424,2354791,2,2021,chhattisgarh
gariyaband district,66482,4445890,2,2021,chhattisgarh
durg district,531550,12403562,2,2021,chhattisgarh
rajnandgaon district,215143,10469078,2,2021,chhattisgarh
raipur district,855848,24005556,2,2021,chhattisgarh
narayanpur district,18307,996566,2,2021,chhattisgarh
kanker district,107701,6443903,2,2021,chhattisgarh
korea district,103611,6376837,2,2021,chhattisgarh
mungeli district,75644,3600246,2,2021,chhattisgarh
bilaspur district,442330,14110873,2,2021,chhattisgarh
balrampur district,79703,8600032,2,2021,chhattisgarh
bijapur district,37320,2519855,2,2021,chhattisgarh
bemetara district,96198,5123252,2,2021,chhattisgarh
bastar district,115879,5575817,2,2021,chhattisgarh
kondagaon district,61738,4297614,2,2021,chhattisgarh
mahasamund district,149983,8736018,2,2021,chhattisgarh
dhamtari district,122349,5603133,3,2021,chhattisgarh
korba district,279897,16623063,3,2021,chhattisgarh
surajpur district,111753,9477903,3,2021,chhattisgarh
baloda bazar district,205941,10767066,3,2021,chhattisgarh
sukma district,34529,3197451,3,2021,chhattisgarh
raigarh district,354087,17052359,3,2021,chhattisgarh
janjgir champa district,346366,17403707,3,2021,chhattisgarh
jashpur district,113637,9804141,3,2021,chhattisgarh
balod district,124200,6355356,3,2021,chhattisgarh
kabirdham district,111708,6730485,3,2021,chhattisgarh
surguja district,171276,10031433,3,2021,chhattisgarh
dantewada district,50242,3121282,3,2021,chhattisgarh
gariyaband district,71885,6272737,3,2021,chhattisgarh
durg district,568361,16727312,3,2021,chhattisgarh
rajnandgaon district,232140,14066183,3,2021,chhattisgarh
raipur district,917950,34032629,3,2021,chhattisgarh
narayanpur district,19877,1332425,3,2021,chhattisgarh
kanker district,116559,8813895,3,2021,chhattisgarh
korea district,111913,8619169,3,2021,chhattisgarh
mungeli district,81387,4340738,3,2021,chhattisgarh
bilaspur district,474660,19564262,3,2021,chhattisgarh
balrampur district,86704,11635114,3,2021,chhattisgarh
bijapur district,40492,3474467,3,2021,chhattisgarh
bemetara district,103776,5967838,3,2021,chhattisgarh
bastar district,125186,7716420,3,2021,chhattisgarh
kondagaon district,67316,6141062,3,2021,chhattisgarh
mahasamund district,161893,11614446,3,2021,chhattisgarh
dhamtari district,130540,4563914,4,2021,chhattisgarh
korba district,299191,15291693,4,2021,chhattisgarh
surajpur district,119950,5888039,4,2021,chhattisgarh
baloda bazar district,220188,9299441,4,2021,chhattisgarh
sukma district,37238,1683971,4,2021,chhattisgarh
raigarh district,378507,18123023,4,2021,chhattisgarh
janjgir champa district,368980,19120514,4,2021,chhattisgarh
jashpur district,122371,5203432,4,2021,chhattisgarh
balod district,132353,4855195,4,2021,chhattisgarh
kabirdham district,119692,4796979,4,2021,chhattisgarh
surguja district,183559,9370119,4,2021,chhattisgarh
dantewada district,53888,2137469,4,2021,chhattisgarh
gariyaband district,77202,3266847,4,2021,chhattisgarh
durg district,604621,26669512,4,2021,chhattisgarh
rajnandgaon district,248230,10157759,4,2021,chhattisgarh
raipur district,979741,44316810,4,2021,chhattisgarh
narayanpur district,21314,840302,4,2021,chhattisgarh
kanker district,125415,4897534,4,2021,chhattisgarh
korea district,120005,5630126,4,2021,chhattisgarh
mungeli district,87075,3539284,4,2021,chhattisgarh
bilaspur district,506449,23402865,4,2021,chhattisgarh
balrampur district,93661,5017173,4,2021,chhattisgarh
bijapur district,43663,2174445,4,2021,chhattisgarh
bemetara district,111174,3953868,4,2021,chhattisgarh
bastar district,134164,6108764,4,2021,chhattisgarh
kondagaon district,72791,3197223,4,2021,chhattisgarh
mahasamund district,173519,8246282,4,2021,chhattisgarh
dhamtari district,138724,9304051,1,2022,chhattisgarh
korba district,317604,28555879,1,2022,chhattisgarh
surajpur district,128121,18928338,1,2022,chhattisgarh
baloda bazar district,234464,17052096,1,2022,chhattisgarh
sukma district,39721,5650530,1,2022,chhattisgarh
raigarh district,403164,28569591,1,2022,chhattisgarh
janjgir champa district,392285,17826573,1,2022,chhattisgarh
jashpur district,131014,23052569,1,2022,chhattisgarh
balod district,140692,11029061,1,2022,chhattisgarh
kabirdham district,127669,11532414,1,2022,chhattisgarh
surguja district,195440,18501509,1,2022,chhattisgarh
dantewada district,57389,5840979,1,2022,chhattisgarh
gariyaband district,82487,13703262,1,2022,chhattisgarh
durg district,639688,13567777,1,2022,chhattisgarh
rajnandgaon district,264326,25331975,1,2022,chhattisgarh
raipur district,1038105,34404453,1,2022,chhattisgarh
narayanpur district,22756,3394010,1,2022,chhattisgarh
kanker district,133857,20092568,1,2022,chhattisgarh
korea district,127890,16324553,1,2022,chhattisgarh
mungeli district,92691,7216878,1,2022,chhattisgarh
bilaspur district,537617,24822855,1,2022,chhattisgarh
balrampur district,100226,26814683,1,2022,chhattisgarh
bijapur district,46540,6589775,1,2022,chhattisgarh
bemetara district,118600,11001712,1,2022,chhattisgarh
bastar district,142818,14540720,1,2022,chhattisgarh
kondagaon district,77846,14700267,1,2022,chhattisgarh
mahasamund district,185227,20154360,1,2022,chhattisgarh
dhamtari district,146066,10333093,2,2022,chhattisgarh
korba district,334672,30776047,2,2022,chhattisgarh
surajpur district,135353,19497362,2,2022,chhattisgarh
baloda bazar district,247634,18334461,2,2022,chhattisgarh
sukma district,41978,6331208,2,2022,chhattisgarh
raigarh district,425526,32543452,2,2022,chhattisgarh
janjgir champa district,414133,18022797,2,2022,chhattisgarh
jashpur district,138518,28640812,2,2022,chhattisgarh
balod district,147930,13306306,2,2022,chhattisgarh
kabirdham district,134783,11978258,2,2022,chhattisgarh
surguja district,206354,22236587,2,2022,chhattisgarh
dantewada district,60561,6738887,2,2022,chhattisgarh
gariyaband district,86939,13235943,2,2022,chhattisgarh
durg district,672947,13445249,2,2022,chhattisgarh
rajnandgaon district,278724,28420413,2,2022,chhattisgarh
raipur district,1093318,39640873,2,2022,chhattisgarh
narayanpur district,24061,4461600,2,2022,chhattisgarh
kanker district,141354,24085013,2,2022,chhattisgarh
korea district,134912,18499768,2,2022,chhattisgarh
mungeli district,97870,7828317,2,2022,chhattisgarh
bilaspur district,566475,26797395,2,2022,chhattisgarh
balrampur district,105948,29728876,2,2022,chhattisgarh
bijapur district,49168,7363721,2,2022,chhattisgarh
bemetara district,125096,12746215,2,2022,chhattisgarh
bastar district,150449,17283265,2,2022,chhattisgarh
kondagaon district,82174,16811546,2,2022,chhattisgarh
mahasamund district,195406,22323656,2,2022,chhattisgarh
dhamtari district,153263,11525749,3,2022,chhattisgarh
korba district,352198,36228236,3,2022,chhattisgarh
surajpur district,142407,22324980,3,2022,chhattisgarh
baloda bazar district,260632,19940925,3,2022,chhattisgarh
sukma district,44234,7050939,3,2022,chhattisgarh
raigarh district,448366,35340196,3,2022,chhattisgarh
janjgir champa district,436349,18998354,3,2022,chhattisgarh
jashpur district,145715,28645837,3,2022,chhattisgarh
balod district,155200,14558886,3,2022,chhattisgarh
kabirdham district,141814,15613661,3,2022,chhattisgarh
surguja district,217313,23200906,3,2022,chhattisgarh
dantewada district,63734,6442840,3,2022,chhattisgarh
gariyaband district,91335,14953415,3,2022,chhattisgarh
durg district,707241,14611488,3,2022,chhattisgarh
